 ;Label;Area;Perim.;Major;Minor;Angle;Circ.;Feret;FeretX;FeretY;FeretAngle;MinFeret;AR;Round;Solidity;Group;AR2;Equivalent Diameter;Circ sqrt
223;210902_#4_100_30_1um_i002.tif:0835-0298;584.509;136.456;41.774;17.816;171.457;0.394;50.164;288;836;8.531;23.046;2.345;0.426;0.681;0;0.459413125;27.2803954;0.628069779
224;210902_#6_100_10_1um_i004.tif:0208-1506;830.618;202.754;55.002;19.228;81.846;0.254;66.187;1505;221;77.005;30.251;2.86;0.35;0.534;0;0.4570535;32.52038875;0.5038905
224;210902_#4_100_30_1um_i002.tif:0797-0433;756.785;180.253;35.475;27.162;55.033;0.293;46.139;430;806;53.746;38.526;1.306;0.766;0.599;0;0.834998591;31.04140121;0.54101423
225;210902_#6_100_10_1um_i004.tif:0349-1392;479.913;144.925;37.283;16.389;85.678;0.287;50.226;1388;340;110.225;23.76;2.275;0.44;0.523;0;0.473061761;24.71930844;0.535849562
225;210902_#4_100_30_1um_i002.tif:1018-0056;4497.643;640.185;138.665;41.298;73.854;0.138;160.944;47;1048;65.41;68.169;3.358;0.298;0.506;0;0.423557262;75.67414965;0.371357268
226;210902_#6_100_10_1um_i004.tif:0421-1480;541.44;112.503;35.486;19.427;53.883;0.538;37.863;1476;428;58.392;24.555;1.827;0.547;0.762;0;0.648522304;26.25610061;0.733189095
226;210902_#4_100_30_1um_i002.tif:0880-0034;5346.719;773.735;144.872;46.991;111.065;0.112;177.384;22;847;110.462;76.964;3.083;0.324;0.494;0;0.433883552;82.50850905;0.335008919
227;210902_#6_100_10_1um_i004.tif:0429-1313;670.647;122.424;40.798;20.93;17.018;0.562;43.32;1305;432;23.629;24.316;1.949;0.513;0.776;0;0.561311173;29.22146952;0.749868931
227;210902_#4_100_30_1um_i002.tif:0792-0029;652.189;129.44;36.237;22.916;59.214;0.489;41.059;26;800;64.983;30.487;1.581;0.632;0.711;0;0.742516866;28.81653736;0.69939603
228;210902_#6_100_10_1um_i004.tif:0155-1186;824.465;158.957;53.106;19.767;19.562;0.41;57.266;1175;160;17.65;27.072;2.687;0.372;0.673;0;0.472741243;32.3997136;0.640341112
228;210902_#4_100_30_1um_i002.tif:0767-1388;2276.509;362.312;110.559;26.217;115.606;0.218;119.989;1376;746;119.745;39.429;4.217;0.237;0.615;0;0.328605122;53.83810252;0.466828003
229;210902_#6_100_10_1um_i004.tif:0572-1441;3470.138;765.516;140.22;31.51;123.504;0.074;224.616;1419;533;120.53;66.781;4.45;0.225;0.31;0;0.297311857;66.47042145;0.272787228
229;210902_#4_100_30_1um_i002.tif:0796-1465;1082.88;223.801;64.424;21.401;29.49;0.272;69.497;1455;805;34.824;27.518;3.01;0.332;0.698;0;0.395959538;37.13173357;0.521234407
230;210902_#6_100_10_1um_i004.tif:0754-1716;559.898;106.338;29.012;24.572;178.386;0.622;35.079;1709;752;171.87;27.285;1.181;0.847;0.795;0;0.777815787;26.69989278;0.788807266
230;210902_#4_100_30_1um_i002.tif:0750-0956;1815.054;288.646;69.03;33.478;175.734;0.274;75.888;941;745;168.69;42.168;2.062;0.485;0.707;0;0.555660974;48.07284606;0.523219792
231;210902_#6_100_10_1um_i004.tif:0954-0917;2067.316;324.929;99.317;26.503;72.297;0.246;115.628;907;976;67.286;37.138;3.747;0.267;0.656;0;0.32118518;51.30485828;0.496043646
231;210902_#4_100_30_1um_i002.tif:0775-0995;2670.283;471.556;110.98;30.635;6.872;0.151;121.619;971;778;11.768;43.235;3.623;0.276;0.593;0;0.355495441;58.30874644;0.388463575
232;210902_#6_100_10_1um_i004.tif:0701-0765;2602.603;397.641;64.665;51.245;140.423;0.207;94.973;749;692;139.236;76.448;1.262;0.792;0.599;0;0.804944563;57.56506804;0.454797153
232;210902_#4_100_30_1um_i002.tif:0986-1004;1372.058;185.816;59.208;29.505;155.381;0.499;60.556;994;981;145.008;36.438;2.007;0.498;0.724;0;0.601724024;41.79663268;0.706656015
233;210902_#6_100_10_1um_i004.tif:0964-0429;1169.018;243.998;48.458;30.716;175.924;0.247;61.011;418;968;26.565;44.449;1.578;0.634;0.598;0;0.728540755;38.58030516;0.496740151
233;210902_#4_100_30_1um_i002.tif:1103-1420;695.258;153.996;38.362;23.076;139.45;0.368;43.884;1415;1096;137.291;28.206;1.662;0.602;0.72;0;0.642739951;29.75281465;0.606971765
234;210902_#6_100_10_1um_i004.tif:1325-0746;492.218;121.823;43.369;14.451;115.118;0.417;43.39;743;1317;120.964;19.707;3.001;0.333;0.64;0;0.454182991;25.03420504;0.645586422
234;210902_#4_100_30_1um_i002.tif:1093-1450;510.676;139.362;46.61;13.95;24.044;0.33;50.226;1441;1099;32.905;22.747;3.341;0.299;0.615;0;0.452892924;25.4992721;0.574821873
235;210902_#6_100_10_1um_i004.tif:1476-0750;455.302;110.448;37.337;15.526;115.198;0.469;41.059;748;1469;115.017;17.63;2.405;0.416;0.791;0;0.429382109;24.07713669;0.6848522
235;210902_#4_100_30_1um_i002.tif:1087-1294;633.731;222.348;54.096;14.916;9.665;0.161;76.09;1280;1093;19.026;29.479;3.627;0.276;0.387;0;0.387422789;28.40583338;0.401350844
236;210902_#6_100_10_1um_i004.tif:1703-0719;553.745;237.231;45.549;15.479;174.267;0.124;58.96;708;1702;165.379;27.285;2.943;0.34;0.414;0;0.46277137;26.55277823;0.351632009
236;210902_#4_100_30_1um_i002.tif:1203-1024;4276.145;942.012;101.399;53.694;33.774;0.061;167.867;1006;1231;55.84;98.926;1.888;0.53;0.369;0;0.589311777;73.78724086;0.246079088
237;210902_#6_100_10_1um_i004.tif:1685-0566;9653.628;698.367;145.901;84.245;21.882;0.249;173.438;534;1708;16.621;114.451;1.732;0.577;0.728;0;0.659895755;110.8665004;0.498731159
237;210902_#4_100_30_1um_i002.tif:1396-1193;959.825;260.333;55.165;22.153;153.066;0.178;78.439;1180;1386;145.305;36.607;2.49;0.402;0.521;0;0.466693864;34.95836303;0.421863292
238;210902_#6_100_10_1um_i004.tif:0979-0203;3691.636;807.258;129.141;36.397;130.021;0.071;182.31;173;959;146.094;66.301;3.548;0.282;0.384;0;0.363671768;68.55900335;0.266809943
238;210902_#4_100_30_1um_i002.tif:1333-1075;2374.952;571.231;67.8;44.6;19.898;0.091;107.379;1054;1343;6.633;71.934;1.52;0.658;0.469;0;0.669907524;54.98984273;0.302427015
239;210902_#6_100_10_1um_i004.tif:0930-0213;2959.461;362.312;112.664;33.446;40.879;0.283;117.003;193;943;32.005;46.334;3.369;0.297;0.676;0;0.39600694;61.38487417;0.532265754
239;210902_#4_100_30_1um_i002.tif:1418-1292;1913.498;429.461;83.942;29.024;20.092;0.13;101.971;1273;1424;18.435;47.794;2.892;0.346;0.514;0;0.468701886;49.35930837;0.36107316
240;210902_#6_100_10_1um_i004.tif:1114-0079;3365.541;604.504;128.327;33.392;17.827;0.116;163.523;47;1125;9.605;59.843;3.843;0.26;0.447;0;0.365960752;65.46097991;0.340199128
240;210902_#4_100_30_1um_i002.tif:1286-1236;867.534;151.339;39.687;27.832;135.086;0.476;45.603;1230;1278;112.38;34.97;1.426;0.701;0.738;0;0.766835515;33.23520115;0.689917759
241;210902_#6_100_10_1um_i004.tif:1149-0192;689.105;153.394;36.971;23.732;165.221;0.368;42.241;185;1143;130.236;27.847;1.558;0.642;0.734;0;0.659241022;29.62086657;0.606651478
241;210902_#4_100_30_1um_i002.tif:0991-1764;1033.658;187.269;60.574;21.727;9.939;0.37;67.385;1751;991;6.34;27.285;2.788;0.359;0.748;0;0.404912072;36.27801319;0.608593733
242;210902_#6_100_10_1um_i004.tif:1240-0244;2774.88;575.34;76.745;46.037;65.613;0.105;111.924;230;1218;102.804;76.895;1.667;0.6;0.469;0;0.687028698;59.43977581;0.324565584
242;210902_#4_100_30_1um_i002.tif:0982-1285;3888.523;568.823;82.37;60.107;2.013;0.151;115.814;1262;984;9.866;87.763;1.37;0.73;0.525;0;0.757792668;70.36349376;0.388615501
243;210902_#6_100_10_1um_i004.tif:1268-0177;1864.276;390.625;82.344;28.826;94.175;0.154;101.214;175;1249;107.103;45.662;2.857;0.35;0.548;0;0.451143122;48.72032354;0.391832091
243;210902_#4_100_30_1um_i002.tif:0896-1617;2774.88;554.895;86.502;40.844;13.925;0.113;129.365;1597;913;32.471;79.862;2.118;0.472;0.375;0;0.617338538;59.43977581;0.336524141
244;210902_#6_100_10_1um_i004.tif:1213-0135;529.134;226.458;33.326;20.216;155.684;0.13;47.389;129;1206;132.879;29.805;1.649;0.607;0.493;0;0.628943426;25.95600765;0.360080911
244;210902_#4_100_30_1um_i002.tif:0605-1572;6355.766;973.127;118.071;68.538;55.138;0.084;197.708;1560;642;66.329;128.45;1.723;0.58;0.373;0;0.649695511;89.95783795;0.290415211
245;210902_#6_100_10_1um_i004.tif:1073-0284;596.814;153.394;40.103;18.949;102.915;0.319;47.713;281;1065;117.897;26.079;2.116;0.473;0.662;0;0.546580596;27.56605132;0.564567743
245;210902_#4_100_30_1um_i002.tif:0650-1473;2565.687;504.58;86.066;37.956;112.351;0.127;103.171;1459;633;117.181;54.671;2.268;0.441;0.531;0;0.52990666;57.155351;0.355858002
246;210902_#6_100_10_1um_i004.tif:0984-0504;1673.542;214.731;61.867;34.442;29.213;0.456;71.548;493;996;33.69;44.304;1.796;0.557;0.747;0;0.619220663;46.16080431;0.675349361
246;210902_#4_100_30_1um_i002.tif:0609-1462;1618.167;271.459;59.979;34.351;178.284;0.276;72.995;1448;601;170.218;45.771;1.746;0.573;0.627;0;0.627042948;45.39068422;0.525305995
247;210902_#6_100_10_1um_i004.tif:0974-1827;1624.32;309.444;73.866;27.999;2.133;0.213;94.388;1808;975;176.987;43.179;2.638;0.379;0.548;0;0.457462813;45.47690026;0.46169871
247;210902_#4_100_30_1um_i002.tif:0452-1587;2781.032;396.188;79.417;44.586;145.288;0.223;107.808;1567;446;156.975;60.645;1.781;0.561;0.64;0;0.562527827;59.50562929;0.471852878
248;210902_#6_100_10_1um_i004.tif:1061-1686;1279.767;220.293;51.523;31.626;163.738;0.331;65.109;1677;1055;139.635;44.715;1.629;0.614;0.598;0;0.686771414;40.36644587;0.575664818
248;210902_#4_100_30_1um_i002.tif:0286-1375;1175.171;277.271;54.925;27.242;4.043;0.192;74.579;1360;291;3.814;39.688;2.016;0.496;0.587;0;0.532160528;38.68170354;0.438279357
249;210902_#6_100_10_1um_i004.tif:0958-1738;959.825;184.965;42.106;29.024;56.879;0.353;50.226;1732;968;69.775;35.079;1.451;0.689;0.704;0;0.698423127;34.95836303;0.593760638
249;210902_#4_100_30_1um_i002.tif:0088-1667;1587.403;329.288;52.93;38.185;100.443;0.184;74.991;1659;75;124.216;50.844;1.386;0.721;0.589;0;0.67800136;44.95713818;0.428916374
250;210902_#6_100_10_1um_i004.tif:1468-1657;2608.756;331.841;88.754;37.424;170.452;0.298;111.924;1635;1462;167.196;50.835;2.372;0.422;0.65;0;0.45419213;57.63307472;0.545621681
250;210902_#4_100_30_1um_i002.tif:0165-1814;1347.447;282.834;70.801;24.232;114.669;0.212;81.818;1813;149;104.036;36.87;2.922;0.342;0.568;0;0.450634335;41.42007732;0.460075559
251;210902_#6_100_10_1um_i004.tif:1380-1317;1285.92;196.34;57.04;28.704;178.988;0.419;67.019;1304;1382;177.879;36.662;1.987;0.503;0.75;0;0.547038899;40.46336856;0.647445357
251;210902_#4_100_30_1um_i002.tif:0566-1306;2085.774;362.312;85.248;31.153;36.916;0.2;96.865;1292;578;39.806;50.221;2.736;0.365;0.593;0;0.518463841;51.53338664;0.446843905
252;210902_#6_100_10_1um_i004.tif:1411-2429;3728.552;657.725;89.609;52.979;119.853;0.108;130.36;2418;1387;111.194;81.462;1.691;0.591;0.508;0;0.624900276;68.90094231;0.329102124
252;210902_#4_100_30_1um_i002.tif:0863-0633;830.618;192.583;45.216;23.389;17.066;0.281;60.556;624;870;34.992;37.207;1.933;0.517;0.577;0;0.614423013;32.52038875;0.530502767
253;210902_#6_100_10_1um_i004.tif:1382-2322;3525.512;592.029;94.263;47.62;1.399;0.126;116.688;2299;1378;177.563;72.8;1.979;0.505;0.522;0;0.623885918;66.99866636;0.355527378
253;210902_#4_100_30_1um_i002.tif:0794-0818;4860.654;801.799;96.449;64.166;22.419;0.095;156.879;788;812;18.435;106.898;1.503;0.665;0.419;0;0.681404139;78.66877961;0.308238424
254;210902_#6_100_10_1um_i004.tif:0968-2247;1039.811;225.254;50.098;26.427;38.339;0.258;58.383;2236;972;12.265;36.146;1.896;0.527;0.64;0;0.619118579;36.38582807;0.507469124
254;210902_#4_100_30_1um_i002.tif:0917-0803;504.524;125.081;42.474;15.124;71.794;0.405;45.738;801;926;77.471;20.918;2.808;0.356;0.689;0;0.457344003;25.3452147;0.636582217
255;210902_#6_100_10_1um_i004.tif:1314-2520;1359.753;283.685;78.231;22.13;50.836;0.212;96.611;2507;1329;48.122;33.325;3.535;0.283;0.571;0;0.344940017;41.60878862;0.460785254
255;210902_#4_100_30_1um_i002.tif:1236-0586;2042.705;416.986;93.404;27.845;102.956;0.148;112.964;583;1214;109.231;42.192;3.354;0.298;0.517;0;0.373499522;50.99855669;0.384225588
256;210902_#6_100_10_1um_i004.tif:1536-2519;738.327;196.942;46.764;20.102;98.224;0.239;55.962;2515;1525;102.804;28.765;2.326;0.43;0.633;0;0.514009506;30.66051424;0.489092455
256;210902_#4_100_30_1um_i002.tif:1218-0801;1735.069;232.872;61.564;35.884;177.948;0.402;73.457;787;1211;168.311;42.168;1.716;0.583;0.743;0;0.574050125;47.00168575;0.63408289
257;210902_#6_100_10_1um_i004.tif:1350-2145;1556.64;380.703;80.042;24.762;142.283;0.135;104.651;2127;1340;148.57;39.281;3.232;0.309;0.466;0;0.375352362;44.5193846;0.367377645
257;210902_#4_100_30_1um_i002.tif:1194-0970;270.72;110.448;22.661;15.211;73.615;0.279;34.549;966;1201;68.962;23.952;1.49;0.671;0.492;0;0.693276216;18.56586679;0.528089152
258;210902_#6_100_10_1um_i004.tif:1503-2021;922.909;195.489;44.92;26.159;74.899;0.303;54.457;2017;1513;59.931;37.051;1.717;0.582;0.677;0;0.680371669;34.27950167;0.550886396
258;210902_#4_100_30_1um_i002.tif:1435-0705;2122.691;386.266;77.708;34.78;124.473;0.179;117.92;690;1413;112.249;66.132;2.234;0.448;0.429;0;0.560820896;51.98744197;0.42282615
259;210902_#6_100_10_1um_i004.tif:0197-0435;990.589;198.395;39.214;32.164;7.891;0.316;49.918;426;194;153.435;40.978;1.219;0.82;0.671;0;0.820906286;35.5141815;0.562368465
259;210902_#4_100_30_1um_i002.tif:1370-0777;1464.349;304.483;72.407;25.75;144.263;0.198;89.881;765;1355;129.401;44.884;2.812;0.356;0.494;0;0.499371391;43.17947492;0.445516896
260;210902_#6_100_10_1um_i004.tif:0746-0575;984.436;216.184;45.333;27.649;123.597;0.265;59.738;566;738;131.634;39.214;1.64;0.61;0.639;0;0.656433091;35.4037123;0.514487855
260;210902_#4_100_30_1um_i002.tif:1337-0828;922.909;249.81;44.713;26.28;61.204;0.186;69.497;822;1349;55.176;40.49;1.701;0.588;0.529;0;0.582615077;34.27950167;0.431096556
261;210902_#6_100_10_1um_i004.tif:1186-0514;769.091;197.191;59.067;16.578;103.809;0.249;65.908;510;1173;109.799;27.454;3.563;0.281;0.53;0;0.416550343;31.29276394;0.498547689
261;210902_#4_100_30_1um_i002.tif:1261-0863;3180.96;680.225;118.118;34.289;24.227;0.086;169.545;831;1274;20.556;60.294;3.445;0.29;0.432;0;0.355622401;63.64058502;0.293921562
262;210902_#6_100_10_1um_i004.tif:0407-1292;1931.956;329.537;70.269;35.006;1.469;0.224;103.171;1272;404;9.689;57.051;2.007;0.498;0.488;0;0.552975158;49.59680209;0.472823838
262;210902_#4_100_30_1um_i002.tif:1679-0803;3833.149;621.795;128.276;38.047;29.317;0.125;150.901;776;1690;25.301;54.088;3.372;0.297;0.608;0;0.358433675;69.8606963;0.352968181
263;210902_#6_100_10_1um_i004.tif:0466-1475;2393.411;444.946;74.23;41.053;30.535;0.152;105.529;1456;471;23.552;60.713;1.808;0.553;0.498;0;0.575320528;55.20312973;0.389768077
263;210902_#4_100_30_1um_i002.tif:1643-0708;4565.323;835.175;136.578;42.56;68.247;0.082;176.967;689;1670;58.761;84.292;3.209;0.312;0.382;0;0.476314793;76.2413915;0.28678947
264;210902_#6_100_10_1um_i004.tif:0613-1307;1987.331;355.898;75.751;33.404;119.8;0.197;94.29;1296;598;125.362;51.74;2.268;0.441;0.638;0;0.548732633;50.3025687;0.444032224
264;210902_#4_100_30_1um_i002.tif:1496-0356;3482.443;478.925;91.463;48.478;94.971;0.191;112.609;359;1519;82.405;75.006;1.887;0.53;0.62;0;0.666074648;66.58816817;0.436796784
265;210902_#6_100_10_1um_i004.tif:1632-1769;486.065;137.909;29.064;21.294;136.997;0.321;40.683;1763;1625;142.431;31.035;1.365;0.733;0.605;0;0.762849347;24.8772422;0.566708201
265;210902_#4_100_30_1um_i002.tif:1277-0225;2005.789;289.85;75.032;34.037;132.105;0.3;83.934;217;1263;124.16;44.123;2.204;0.454;0.691;0;0.525686849;50.53562974;0.547739738
266;210902_#6_100_10_1um_i004.tif:1655-1429;535.287;123.276;32.277;21.116;125.919;0.443;42.095;1424;1650;135;28.773;1.529;0.654;0.685;0;0.683525359;26.10648533;0.665303405
266;210902_#4_100_30_1um_i002.tif:1375-0267;6392.683;873.908;152.643;53.323;105.394;0.105;187.813;245;1343;123.69;94.714;2.863;0.349;0.474;0;0.504299489;90.21871642;0.32432528
267;210902_#6_100_10_1um_i004.tif:1741-1477;578.356;130.291;42.686;17.251;128.777;0.428;45.738;1470;1737;139.399;21.596;2.474;0.404;0.74;0;0.472167563;27.1364281;0.6543169
267;210902_#4_100_30_1um_i002.tif:1479-0207;2873.323;682.177;88.375;41.397;85.401;0.078;130.219;193;1504;72.255;68.643;2.135;0.468;0.421;0;0.527135057;60.48494415;0.278548025
268;210902_#6_100_10_1um_i004.tif:1700-1509;1716.611;316.709;56.604;38.613;77.523;0.215;83.934;1510;1716;71.03;48.717;1.466;0.682;0.581;0;0.58042033;46.75101077;0.463746316
268;210902_#4_100_30_1um_i002.tif:1043-0276;4226.923;786.211;145.174;37.072;85.433;0.086;191.575;270;1082;85.544;66.291;3.916;0.255;0.464;0;0.34603158;73.36133529;0.293141958
269;210902_#6_100_10_1um_i004.tif:1378-1359;990.589;192.832;48.939;25.772;107.896;0.335;56.618;1355;1368;118.811;34.438;1.899;0.527;0.7;0;0.608251793;35.5141815;0.578592203
269;210902_#4_100_30_1um_i002.tif:1114-0156;2473.396;471.556;90.634;34.747;8.053;0.14;123.576;132;1113;10.408;54.484;2.608;0.383;0.481;0;0.440894672;56.11796145;0.373868163
270;210902_#6_100_10_1um_i004.tif:0068-1292;2577.992;457.877;63.571;51.634;9.244;0.155;81.252;1276;68;167.661;66.117;1.231;0.812;0.618;0;0.813727662;57.2922452;0.393094426
270;210902_#4_100_30_1um_i002.tif:1166-0228;3119.432;500.221;69.065;57.508;119.451;0.157;101.001;224;1185;65.323;82.104;1.201;0.833;0.554;0;0.812902843;63.02209279;0.395804542
271;210902_#6_100_10_1um_i004.tif:0158-0950;399.927;94.361;34.598;14.718;99.232;0.564;35.515;948;152;114.775;17.026;2.351;0.425;0.818;0;0.479403069;22.56552396;0.751281613
271;210902_#4_100_30_1um_i002.tif:0872-0412;3765.469;522.722;106.454;45.037;136.114;0.173;136.448;388;860;152.969;60.733;2.364;0.423;0.549;0;0.445099965;69.24120186;0.416144052
272;210902_#6_100_10_1um_i004.tif:0196-1133;762.938;159.206;43.919;22.118;32.935;0.378;51.136;1128;204;50.906;31.646;1.986;0.504;0.648;0;0.618859512;31.16733598;0.615021254
272;210902_#4_100_30_1um_i002.tif:0682-0350;627.578;153.996;39.709;20.123;142.025;0.333;50.895;344;676;136.975;29.817;1.973;0.507;0.63;0;0.585853227;28.26759854;0.57667264
273;210902_#6_100_10_1um_i004.tif:0500-0504;2627.214;465.495;82.432;40.58;35.172;0.152;105.966;484;506;16.314;59.849;2.031;0.492;0.569;0;0.564794368;57.83660396;0.390335127
273;210902_#4_100_30_1um_i002.tif:0792-0323;2270.356;341.867;63.636;45.426;28.39;0.244;80.986;308;797;27.35;66.182;1.401;0.714;0.635;0;0.817202973;53.76529587;0.494077108
274;210902_#6_100_10_1um_i004.tif:0514-0297;1575.098;329.288;55.481;36.147;64.182;0.183;67.749;292;527;66.251;51.473;1.535;0.652;0.628;0;0.759760292;44.78255308;0.427250734
274;210902_#4_100_30_1um_i002.tif:0795-0283;1888.887;419.041;59.349;40.523;115.671;0.135;78.322;281;780;100.954;57.051;1.465;0.683;0.588;0;0.728416026;49.04085668;0.36766425
275;210902_#6_100_10_1um_i004.tif:0692-0470;2657.978;448.204;91.414;37.021;151.993;0.166;112.827;452;677;146.659;56.998;2.469;0.405;0.562;0;0.505180498;58.17424429;0.407760258
275;210902_#4_100_30_1um_i002.tif:0517-0040;5955.839;888.645;135.587;55.929;176.575;0.095;176.166;5;513;170.272;80.623;2.424;0.412;0.548;0;0.457653577;87.08162686;0.307856342
276;210902_#6_100_10_1um_i004.tif:0751-0468;522.982;169.48;41.563;16.021;166.399;0.229;55.465;457;751;169.695;24.997;2.594;0.385;0.521;0;0.450680609;25.80467716;0.478332453
276;210902_#4_100_30_1um_i002.tif:0461-0445;2128.843;432.969;76.979;35.211;136.255;0.143;95.297;429;446;128.66;58.921;2.186;0.457;0.523;0;0.618288089;52.06272267;0.377763459
277;210902_#6_100_10_1um_i004.tif:0727-0483;744.48;148.433;44.574;21.266;137.093;0.425;50.226;477;719;122.905;28.701;2.096;0.477;0.659;0;0.571437104;30.78800702;0.651629871
277;210902_#4_100_30_1um_i002.tif:0462-0727;2904.087;596.035;69.979;52.838;122.558;0.103;128.027;706;455;144.462;92.835;1.324;0.755;0.389;0;0.725120482;60.80788115;0.320507341
278;210902_#6_100_10_1um_i004.tif:0887-0100;313.789;87.345;28.778;13.883;170.903;0.517;33.279;94;885;153.435;17.513;2.073;0.482;0.699;0;0.526247784;19.98821061;0.718928566
278;210902_#4_100_30_1um_i002.tif:0521-0801;762.938;204.207;54.277;17.897;4.435;0.23;62.8;789;520;170.91;29.286;3.033;0.33;0.493;0;0.46633758;31.16733598;0.479489311
279;210902_#6_100_10_1um_i004.tif:0872-0453;393.774;115.409;33.61;14.917;104.441;0.372;40.379;453;864;100.62;21.077;2.253;0.444;0.618;0;0.521979247;22.39126232;0.60952114
279;210902_#4_100_30_1um_i002.tif:0015-0826;1199.782;284.64;50.953;29.981;15.77;0.186;78.439;815;23;34.695;47.405;1.7;0.588;0.459;0;0.604354976;39.08465028;0.431380165
280;210902_#6_100_10_1um_i004.tif:0822-0167;2073.469;497.565;96.306;27.413;104.48;0.105;135.498;157;798;113.749;50.412;3.513;0.285;0.394;0;0.372049772;51.38115146;0.324417208
280;210902_#4_100_30_1um_i002.tif:0071-0909;1255.156;193.434;53.451;29.899;20.41;0.422;57.907;898;71;9.866;36.027;1.788;0.559;0.721;0;0.622152762;39.97642123;0.649263476
281;210902_#6_100_10_1um_i004.tif:0852-0054;978.284;189.926;42.907;29.03;154.561;0.341;52.735;46;844;138.814;39.571;1.478;0.677;0.684;0;0.750374514;35.29291536;0.583785072
281;210902_#4_100_30_1um_i002.tif:0042-0640;2805.643;496.713;112.445;31.769;175.769;0.143;139.701;612;42;173.884;49.345;3.539;0.283;0.487;0;0.35321866;59.76834962;0.378020724
282;210902_#6_100_10_1um_i004.tif:0907-0079;929.062;251.013;68.147;17.358;27.299;0.185;76.614;66;915;29.055;29.951;3.926;0.255;0.519;0;0.390933772;34.39358193;0.43045828
282;210902_#4_100_30_1um_i002.tif:0176-1970;1704.305;278.724;69.969;31.014;130.414;0.276;83.382;1962;161;120.379;42.865;2.256;0.443;0.6;0;0.514079777;46.5831356;0.525054307
283;210902_#6_100_10_1um_i004.tif:0967-0018;399.927;89.4;29.151;17.468;21.592;0.629;35.515;12;970;24.775;22.324;1.669;0.599;0.756;0;0.628579473;22.56552396;0.79297186
283;210902_#4_100_30_1um_i002.tif:1210-2154;9832.057;1026.7;137.201;91.242;106.383;0.117;207.901;2125;1173;125.776;139.895;1.504;0.665;0.505;0;0.672892386;111.8863878;0.342360431
284;210902_#6_100_10_1um_i004.tif:0516-0587;3599.345;633.419;85.001;53.915;34.325;0.113;146.767;562;529;30.466;84.01;1.577;0.634;0.473;0;0.572403878;67.69659068;0.335757393
